//Provides list of Shift Preferences

@@ "Create"
"NICK_NAME","DAY","START_TIME","DURATION","PREFERENCE_NAME","VERSION_NAME","ADD_HOURS","ADD_DAYS","VALID"
"Emp#1","0","08:00","2","Test Preference Can Work","Test_Version","0","1","1"
"Emp#1","1","08:00","2","Test Preference Can Work","Test_Version","0","-1","1"
"Emp#1","2","08:00","2","Test Preference Can Work","Test_Version","0","-1","1"
"Emp#1","3","08:00","2","Test Preference Can Work","Test_Version","0","-1","1"
"Emp#1","4","08:00","2","Test Preference Can Work","Test_Version","0","-1","1"
"Emp#1","5","08:00","2","Test Preference Can Work","Test_Version","0","-1","1"
"Emp#1","6","08:00","2","Test Preference Can Work","Test_Version","0","-1","1"
"Emp#1","7","08:00","2","Test Preference Can Work","Test_Version","0","-1","0"
"Emp#1","0","08:00","2","Test Preference Can't Work","Test_Version","0","1","1"
"Emp#1","1","08:00","2","Test Preference Can't Work","Test_Version","0","-1","1"
"Emp#1","2","08:00","2","Test Preference Can't Work","Test_Version","0","-1","1"
"Emp#1","3","08:00","2","Test Preference Can't Work","Test_Version","0","-1","1"
"Emp#1","4","08:00","2","Test Preference Can't Work","Test_Version","0","-1","1"
"Emp#1","5","08:00","2","Test Preference Can't Work","Test_Version","0","-1","1"
"Emp#1","6","08:00","2","Test Preference Can't Work","Test_Version","0","-1","1"
"Emp#1","7","08:00","2","Test Preference Can't Work","Test_Version","0","-1","0"

@@ "DefaultShiftPreference"
"NICK_NAME","DAY","START_TIME","DURATION","PREFERENCE_NAME","VERSION_NAME"
"April", "5", "12:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"April", "5", "18:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"April", "5", "08:00:00", "4.0", "Prefer to work", "Test_Scenario"
"April", "6", "09:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"April", "6", "15:00:00", "5.0", "Don't prefer to work", "Test_Scenario"
"Irma", "1", "13:00:00", "1.5", "Can't work", "Test_Scenario"
"Irma", "1", "16:00:00", "1.5", "Can't work", "Test_Scenario"
"Irma", "1", "17:30:00", "1.5", "Can't work", "Test_Scenario"
"Irma", "2", "08:30:00", "1.5", "Can't work", "Test_Scenario"
"Irma", "2", "19:00:00", "1.5", "Can't work", "Test_Scenario"
"Irma", "3", "13:00:00", "1.5", "Can't work", "Test_Scenario"
"Irma", "3", "16:00:00", "1.5", "Can't work", "Test_Scenario"
"Irma", "4", "08:30:00", "1.5", "Can't work", "Test_Scenario"
"Emily", "1", "08:00:00", "2.5", "Don't prefer to work", "Test_Scenario"
"Emily", "2", "10:00:00", "0.5", "Don't prefer to work", "Test_Scenario"
"Emily", "3", "14:30:00", "1.5", "Can't work", "Test_Scenario"
"Emily", "3", "10:00:00", "0.5", "Don't prefer to work", "Test_Scenario"
"Emily", "4", "10:00:00", "0.5", "Don't prefer to work", "Test_Scenario"
"Emily", "5", "17:00:00", "3.0", "Can't work", "Test_Scenario"
"Emily", "5", "08:00:00", "2.5", "Don't prefer to work", "Test_Scenario"
"Emily", "6", "09:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Emily", "6", "15:00:00", "5.0", "Don't prefer to work", "Test_Scenario"
"Cody", "1", "17:30:00", "1.5", "Prefer to work", "Test_Scenario"
"Cody", "2", "22:00:00", "1.5", "Prefer to work", "Test_Scenario"
"Cody", "3", "17:30:00", "1.5", "Prefer to work", "Test_Scenario"
"Cody", "4", "17:30:00", "1.5", "Prefer to work", "Test_Scenario"
"Cody", "5", "17:30:00", "1.5", "Prefer to work", "Test_Scenario"
"Tasha", "0", "13:00:00", "6.0", "Prefer to work", "Test_Scenario"
"Tasha", "0", "19:00:00", "5.0", "Prefer to work", "Test_Scenario"
"Tasha", "1", "22:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Tasha", "2", "22:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Tasha", "3", "22:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Tasha", "4", "22:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Tasha", "5", "22:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Tasha", "6", "09:00:00", "6.0", "Prefer to work", "Test_Scenario"
"Tasha", "6", "15:00:00", "5.0", "Prefer to work", "Test_Scenario"
"Cedric", "0", "13:00:00", "5.0", "Don't prefer to work", "Test_Scenario"
"Cedric", "0", "18:00:00", "4.0", "Prefer to work", "Test_Scenario"
"Cedric", "1", "10:00:00", "4.0", "Prefer to work", "Test_Scenario"
"Cedric", "1", "14:30:00", "1.5", "Can't work", "Test_Scenario"
"Cedric", "1", "17:30:00", "1.5", "Can't work", "Test_Scenario"
"Cedric", "1", "19:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Cedric", "1", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Cedric", "2", "00:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Cedric", "2", "14:30:00", "1.5", "Can't work", "Test_Scenario"
"Cedric", "2", "17:30:00", "1.5", "Can't work", "Test_Scenario"
"Cedric", "2", "19:00:00", "1.5", "Can't work", "Test_Scenario"
"Cedric", "3", "10:00:00", "3.0", "Can't work", "Test_Scenario"
"Cedric", "3", "14:30:00", "1.5", "Can't work", "Test_Scenario"
"Cedric", "3", "17:30:00", "1.5", "Can't work", "Test_Scenario"
"Cedric", "3", "16:00:00", "1.5", "Prefer to work", "Test_Scenario"
"Cedric", "3", "19:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Cedric", "3", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Cedric", "4", "00:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Cedric", "4", "21:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Cedric", "4", "14:30:00", "1.5", "Can't work", "Test_Scenario"
"Cedric", "4", "17:30:00", "1.5", "Can't work", "Test_Scenario"
"Cedric", "5", "13:00:00", "5.0", "Prefer to work", "Test_Scenario"
"Cedric", "5", "18:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Cedric", "6", "09:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Cedric", "6", "15:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Cedric", "6", "17:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Donna", "0", "13:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Donna", "0", "19:00:00", "5.0", "Don't prefer to work", "Test_Scenario"
"Donna", "1", "08:00:00", "4.0", "Don't prefer to work", "Test_Scenario"
"Donna", "1", "21:00:00", "3.0", "Don't prefer to work", "Test_Scenario"
"Donna", "1", "12:00:00", "6.0", "Prefer to work", "Test_Scenario"
"Donna", "1", "18:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Donna", "2", "12:00:00", "6.0", "Prefer to work", "Test_Scenario"
"Donna", "2", "18:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Donna", "2", "08:00:00", "4.0", "Don't prefer to work", "Test_Scenario"
"Donna", "2", "21:00:00", "3.0", "Don't prefer to work", "Test_Scenario"
"Donna", "3", "08:00:00", "4.0", "Don't prefer to work", "Test_Scenario"
"Donna", "3", "21:00:00", "3.0", "Don't prefer to work", "Test_Scenario"
"Donna", "3", "12:00:00", "6.0", "Prefer to work", "Test_Scenario"
"Donna", "3", "18:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Donna", "4", "12:00:00", "6.0", "Prefer to work", "Test_Scenario"
"Donna", "4", "18:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Donna", "4", "08:00:00", "4.0", "Don't prefer to work", "Test_Scenario"
"Donna", "4", "21:00:00", "3.0", "Don't prefer to work", "Test_Scenario"
"Donna", "5", "08:00:00", "4.0", "Don't prefer to work", "Test_Scenario"
"Donna", "5", "21:00:00", "3.0", "Don't prefer to work", "Test_Scenario"
"Donna", "5", "12:00:00", "6.0", "Prefer to work", "Test_Scenario"
"Donna", "5", "18:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Donna", "6", "09:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Donna", "6", "15:00:00", "5.0", "Don't prefer to work", "Test_Scenario"
"Barbara", "2", "17:30:00", "1.0", "Can't work", "Test_Scenario"
"Barbara", "2", "18:30:00", "1.0", "Can't work", "Test_Scenario"
"Barbara", "2", "19:30:00", "0.5", "Can't work", "Test_Scenario"
"Barbara", "4", "17:30:00", "2.5", "Can't work", "Test_Scenario"
"Janie", "0", "13:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Janie", "0", "19:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Janie", "0", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Janie", "1", "08:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Janie", "1", "22:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Janie", "1", "00:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Janie", "1", "13:00:00", "6.0", "Prefer to work", "Test_Scenario"
"Janie", "1", "19:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Janie", "1", "10:00:00", "3.0", "Can't work", "Test_Scenario"
"Janie", "2", "16:00:00", "1.5", "Can't work", "Test_Scenario"
"Janie", "2", "11:00:00", "5.0", "Prefer to work", "Test_Scenario"
"Janie", "2", "17:30:00", "4.5", "Prefer to work", "Test_Scenario"
"Janie", "2", "08:00:00", "3.0", "Don't prefer to work", "Test_Scenario"
"Janie", "2", "22:00:00", "3.0", "Don't prefer to work", "Test_Scenario"
"Janie", "2", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Janie", "3", "08:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Janie", "3", "22:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Janie", "3", "00:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Janie", "3", "13:00:00", "6.0", "Prefer to work", "Test_Scenario"
"Janie", "3", "19:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Janie", "3", "10:00:00", "3.0", "Can't work", "Test_Scenario"
"Janie", "4", "16:00:00", "1.5", "Can't work", "Test_Scenario"
"Janie", "4", "11:00:00", "5.0", "Prefer to work", "Test_Scenario"
"Janie", "4", "17:30:00", "4.5", "Prefer to work", "Test_Scenario"
"Janie", "4", "08:00:00", "3.0", "Don't prefer to work", "Test_Scenario"
"Janie", "4", "22:00:00", "3.0", "Don't prefer to work", "Test_Scenario"
"Janie", "4", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Janie", "5", "08:00:00", "3.0", "Don't prefer to work", "Test_Scenario"
"Janie", "5", "19:00:00", "3.0", "Don't prefer to work", "Test_Scenario"
"Janie", "5", "22:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Janie", "5", "11:00:00", "6.0", "Prefer to work", "Test_Scenario"
"Janie", "5", "17:00:00", "2.0", "Prefer to work", "Test_Scenario"
"Janie", "6", "09:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Janie", "6", "15:00:00", "5.0", "Don't prefer to work", "Test_Scenario"
"Elias", "4", "10:00:00", "1.5", "Can't work", "Test_Scenario"
"Elias", "4", "13:00:00", "1.5", "Can't work", "Test_Scenario"
"Jeanette", "1", "10:00:00", "1.5", "Can't work", "Test_Scenario"
"Jeanette", "1", "13:00:00", "1.5", "Can't work", "Test_Scenario"
"Jeanette", "2", "19:00:00", "3.0", "Can't work", "Test_Scenario"
"Jeanette", "3", "10:00:00", "1.5", "Can't work", "Test_Scenario"
"Jeanette", "3", "13:00:00", "1.5", "Can't work", "Test_Scenario"
"Harold", "0", "13:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Harold", "0", "19:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Harold", "0", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Harold", "1", "19:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Harold", "1", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Harold", "1", "13:00:00", "2.0", "Can't work", "Test_Scenario"
"Harold", "1", "16:00:00", "1.5", "Can't work", "Test_Scenario"
"Harold", "2", "08:30:00", "6.0", "Can't work", "Test_Scenario"
"Harold", "2", "19:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Harold", "2", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Harold", "3", "19:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Harold", "3", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Harold", "3", "08:30:00", "3.0", "Can't work", "Test_Scenario"
"Harold", "4", "08:30:00", "6.0", "Can't work", "Test_Scenario"
"Harold", "4", "19:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Harold", "4", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Harold", "5", "19:00:00", "5.0", "Don't prefer to work", "Test_Scenario"
"Harold", "5", "14:30:00", "1.5", "Can't work", "Test_Scenario"
"Harold", "6", "09:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Harold", "6", "15:00:00", "5.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "0", "13:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "0", "19:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "0", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "1", "12:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "1", "20:30:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "1", "22:30:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "1", "00:30:00", "1.5", "Don't prefer to work", "Test_Scenario"
"Mindy", "1", "08:00:00", "4.0", "Prefer to work", "Test_Scenario"
"Mindy", "1", "14:00:00", "4.0", "Prefer to work", "Test_Scenario"
"Mindy", "1", "18:00:00", "2.5", "Prefer to work", "Test_Scenario"
"Mindy", "2", "08:00:00", "4.0", "Prefer to work", "Test_Scenario"
"Mindy", "2", "14:00:00", "4.0", "Prefer to work", "Test_Scenario"
"Mindy", "2", "18:00:00", "1.0", "Prefer to work", "Test_Scenario"
"Mindy", "2", "12:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "2", "19:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "2", "21:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "2", "23:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "2", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "3", "12:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "3", "21:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "3", "23:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "3", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "3", "08:00:00", "4.0", "Prefer to work", "Test_Scenario"
"Mindy", "3", "14:00:00", "4.0", "Prefer to work", "Test_Scenario"
"Mindy", "3", "18:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Mindy", "4", "08:00:00", "4.0", "Prefer to work", "Test_Scenario"
"Mindy", "4", "16:00:00", "4.0", "Prefer to work", "Test_Scenario"
"Mindy", "4", "20:00:00", "2.0", "Prefer to work", "Test_Scenario"
"Mindy", "4", "12:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "4", "22:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "4", "23:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "4", "00:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "4", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "4", "13:00:00", "3.0", "Can't work", "Test_Scenario"
"Mindy", "5", "12:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "5", "19:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "5", "21:00:00", "2.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "5", "23:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "5", "08:00:00", "4.0", "Prefer to work", "Test_Scenario"
"Mindy", "5", "14:00:00", "4.0", "Prefer to work", "Test_Scenario"
"Mindy", "5", "18:00:00", "1.0", "Prefer to work", "Test_Scenario"
"Mindy", "6", "09:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Mindy", "6", "15:00:00", "5.0", "Don't prefer to work", "Test_Scenario"
"Chad", "1", "10:00:00", "1.5", "Can't work", "Test_Scenario"
"Chad", "2", "11:30:00", "3.0", "Can't work", "Test_Scenario"
"Chad", "3", "10:00:00", "1.5", "Can't work", "Test_Scenario"
"Chad", "3", "13:00:00", "1.5", "Can't work", "Test_Scenario"
"Chad", "3", "14:30:00", "1.5", "Can't work", "Test_Scenario"
"Chad", "4", "11:30:00", "3.0", "Can't work", "Test_Scenario"
"Chad", "4", "14:30:00", "5.0", "Don't prefer to work", "Test_Scenario"
"Chad", "5", "14:00:00", "5.5", "Don't prefer to work", "Test_Scenario"
"Chad", "6", "09:00:00", "4.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "0", "20:30:00", "3.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "0", "13:00:00", "6.0", "Prefer to work", "Test_Scenario"
"Eugene", "0", "19:00:00", "1.5", "Prefer to work", "Test_Scenario"
"Eugene", "1", "10:30:00", "6.0", "Prefer to work", "Test_Scenario"
"Eugene", "1", "16:30:00", "4.0", "Prefer to work", "Test_Scenario"
"Eugene", "1", "08:00:00", "2.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "1", "20:30:00", "2.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "1", "23:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Eugene", "2", "08:00:00", "2.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "2", "20:30:00", "2.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "2", "23:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Eugene", "2", "10:30:00", "6.0", "Prefer to work", "Test_Scenario"
"Eugene", "2", "16:30:00", "4.0", "Prefer to work", "Test_Scenario"
"Eugene", "3", "10:30:00", "6.0", "Prefer to work", "Test_Scenario"
"Eugene", "3", "16:30:00", "4.0", "Prefer to work", "Test_Scenario"
"Eugene", "3", "08:00:00", "2.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "3", "20:30:00", "2.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "3", "23:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Eugene", "4", "08:00:00", "2.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "4", "20:30:00", "2.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "4", "23:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Eugene", "4", "10:30:00", "6.0", "Prefer to work", "Test_Scenario"
"Eugene", "4", "16:30:00", "4.0", "Prefer to work", "Test_Scenario"
"Eugene", "5", "10:30:00", "6.0", "Prefer to work", "Test_Scenario"
"Eugene", "5", "16:30:00", "4.0", "Prefer to work", "Test_Scenario"
"Eugene", "5", "08:00:00", "2.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "5", "20:30:00", "2.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "5", "23:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Eugene", "6", "09:00:00", "1.5", "Don't prefer to work", "Test_Scenario"
"Eugene", "6", "10:30:00", "6.0", "Prefer to work", "Test_Scenario"
"Eugene", "6", "16:30:00", "3.5", "Prefer to work", "Test_Scenario"
"Rickey", "0", "13:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Rickey", "0", "19:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Rickey", "0", "01:00:00", "1.0", "Don't prefer to work", "Test_Scenario"
"Rickey", "1", "11:30:00", "5.5", "Don't prefer to work", "Test_Scenario"
"Rickey", "1", "20:00:00", "5.5", "Don't prefer to work", "Test_Scenario"
"Rickey", "1", "01:30:00", "0.5", "Don't prefer to work", "Test_Scenario"
"Rickey", "1", "08:00:00", "3.5", "Prefer to work", "Test_Scenario"
"Rickey", "1", "17:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Rickey", "2", "08:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Rickey", "2", "17:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Rickey", "2", "11:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Rickey", "2", "20:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Rickey", "3", "11:30:00", "5.5", "Don't prefer to work", "Test_Scenario"
"Rickey", "3", "20:00:00", "5.5", "Don't prefer to work", "Test_Scenario"
"Rickey", "3", "01:30:00", "0.5", "Don't prefer to work", "Test_Scenario"
"Rickey", "3", "08:00:00", "3.5", "Prefer to work", "Test_Scenario"
"Rickey", "3", "17:00:00", "0.5", "Prefer to work", "Test_Scenario"
"Rickey", "3", "19:00:00", "0.5", "Prefer to work", "Test_Scenario"
"Rickey", "3", "19:30:00", "0.5", "Prefer to work", "Test_Scenario"
"Rickey", "3", "17:30:00", "1.5", "Can't work", "Test_Scenario"
"Rickey", "4", "08:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Rickey", "4", "17:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Rickey", "4", "11:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Rickey", "4", "20:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Rickey", "5", "11:30:00", "5.5", "Don't prefer to work", "Test_Scenario"
"Rickey", "5", "20:00:00", "4.0", "Don't prefer to work", "Test_Scenario"
"Rickey", "5", "08:00:00", "3.5", "Prefer to work", "Test_Scenario"
"Rickey", "5", "17:00:00", "3.0", "Prefer to work", "Test_Scenario"
"Rickey", "6", "09:00:00", "6.0", "Don't prefer to work", "Test_Scenario"
"Rickey", "6", "15:00:00", "5.0", "Don't prefer to work", "Test_Scenario"
